,value,split,value_feature
8885,33,0,40 33 41 48 41 38 45 42 43 34
8886,39,0,33 41 48 41 38 45 42 43 34 33
8887,41,0,41 48 41 38 45 42 43 34 33 39
8888,42,0,48 41 38 45 42 43 34 33 39 41
8889,52,0,41 38 45 42 43 34 33 39 41 42
8890,136,0,38 45 42 43 34 33 39 41 42 52
8891,99,0,45 42 43 34 33 39 41 42 52 136
8892,142,0,42 43 34 33 39 41 42 52 136 99
8893,63,0,43 34 33 39 41 42 52 136 99 142
8894,67,0,34 33 39 41 42 52 136 99 142 63
8895,68,0,33 39 41 42 52 136 99 142 63 67
8896,68,0,39 41 42 52 136 99 142 63 67 68
8897,52,0,41 42 52 136 99 142 63 67 68 68
8898,59,0,42 52 136 99 142 63 67 68 68 52
8899,43,0,52 136 99 142 63 67 68 68 52 59
8900,44,0,136 99 142 63 67 68 68 52 59 43
8901,49,0,99 142 63 67 68 68 52 59 43 44
8902,43,0,142 63 67 68 68 52 59 43 44 49
8903,51,0,63 67 68 68 52 59 43 44 49 43
8904,64,0,67 68 68 52 59 43 44 49 43 51
8905,58,0,68 68 52 59 43 44 49 43 51 64
8906,50,0,68 52 59 43 44 49 43 51 64 58
8907,58,0,52 59 43 44 49 43 51 64 58 50
8908,48,0,59 43 44 49 43 51 64 58 50 58
8909,51,0,43 44 49 43 51 64 58 50 58 48
8910,39,0,44 49 43 51 64 58 50 58 48 51
8911,33,0,49 43 51 64 58 50 58 48 51 39
8912,49,0,43 51 64 58 50 58 48 51 39 33
8913,55,0,51 64 58 50 58 48 51 39 33 49
8914,38,0,64 58 50 58 48 51 39 33 49 55
8915,71,0,58 50 58 48 51 39 33 49 55 38
8916,86,0,50 58 48 51 39 33 49 55 38 71
8917,61,0,58 48 51 39 33 49 55 38 71 86
8918,76,0,48 51 39 33 49 55 38 71 86 61
8919,77,0,51 39 33 49 55 38 71 86 61 76
8920,67,0,39 33 49 55 38 71 86 61 76 77
8921,75,0,33 49 55 38 71 86 61 76 77 67
8922,48,0,49 55 38 71 86 61 76 77 67 75
8923,64,0,55 38 71 86 61 76 77 67 75 48
8924,43,0,38 71 86 61 76 77 67 75 48 64
8925,58,0,71 86 61 76 77 67 75 48 64 43
8926,69,0,86 61 76 77 67 75 48 64 43 58
8927,59,0,61 76 77 67 75 48 64 43 58 69
8928,53,0,76 77 67 75 48 64 43 58 69 59
8929,55,0,77 67 75 48 64 43 58 69 59 53
8930,52,0,67 75 48 64 43 58 69 59 53 55
8931,59,0,75 48 64 43 58 69 59 53 55 52
8932,65,0,48 64 43 58 69 59 53 55 52 59
8933,55,0,64 43 58 69 59 53 55 52 59 65
8934,68,0,43 58 69 59 53 55 52 59 65 55
8935,58,0,58 69 59 53 55 52 59 65 55 68
8936,60,0,69 59 53 55 52 59 65 55 68 58
8937,76,0,59 53 55 52 59 65 55 68 58 60
8938,71,0,53 55 52 59 65 55 68 58 60 76
8939,69,0,55 52 59 65 55 68 58 60 76 71
8940,79,0,52 59 65 55 68 58 60 76 71 69
8941,59,0,59 65 55 68 58 60 76 71 69 79
8942,70,0,65 55 68 58 60 76 71 69 79 59
8943,76,0,55 68 58 60 76 71 69 79 59 70
8944,95,0,68 58 60 76 71 69 79 59 70 76
8945,80,0,58 60 76 71 69 79 59 70 76 95
8946,57,0,60 76 71 69 79 59 70 76 95 80
8947,76,0,76 71 69 79 59 70 76 95 80 57
8948,63,0,71 69 79 59 70 76 95 80 57 76
8949,47,0,69 79 59 70 76 95 80 57 76 63
8950,54,0,79 59 70 76 95 80 57 76 63 47
8951,68,0,59 70 76 95 80 57 76 63 47 54
8952,47,0,70 76 95 80 57 76 63 47 54 68
8953,86,0,76 95 80 57 76 63 47 54 68 47
8954,79,0,95 80 57 76 63 47 54 68 47 86
8955,79,0,80 57 76 63 47 54 68 47 86 79
8956,93,0,57 76 63 47 54 68 47 86 79 79
8957,111,0,76 63 47 54 68 47 86 79 79 93
8958,84,0,63 47 54 68 47 86 79 79 93 111
8959,68,0,47 54 68 47 86 79 79 93 111 84
8960,79,0,54 68 47 86 79 79 93 111 84 68
8961,68,0,68 47 86 79 79 93 111 84 68 79
8962,56,0,47 86 79 79 93 111 84 68 79 68
8963,75,0,86 79 79 93 111 84 68 79 68 56
8964,151,0,79 79 93 111 84 68 79 68 56 75
8965,88,0,79 93 111 84 68 79 68 56 75 151
8966,90,0,93 111 84 68 79 68 56 75 151 88
8967,71,0,111 84 68 79 68 56 75 151 88 90
8968,68,0,84 68 79 68 56 75 151 88 90 71
8969,71,0,68 79 68 56 75 151 88 90 71 68
8970,68,0,79 68 56 75 151 88 90 71 68 71
8971,85,0,68 56 75 151 88 90 71 68 71 68
8972,101,0,56 75 151 88 90 71 68 71 68 85
8973,141,0,75 151 88 90 71 68 71 68 85 101
8974,109,0,151 88 90 71 68 71 68 85 101 141
8975,147,0,88 90 71 68 71 68 85 101 141 109
8976,94,0,90 71 68 71 68 85 101 141 109 147
8977,62,0,71 68 71 68 85 101 141 109 147 94
8978,100,0,68 71 68 85 101 141 109 147 94 62
8979,80,0,71 68 85 101 141 109 147 94 62 100
8980,81,0,68 85 101 141 109 147 94 62 100 80
8981,52,0,85 101 141 109 147 94 62 100 80 81
8982,61,0,101 141 109 147 94 62 100 80 81 52
8983,60,0,141 109 147 94 62 100 80 81 52 61
8984,62,0,109 147 94 62 100 80 81 52 61 60
8985,50,0,147 94 62 100 80 81 52 61 60 62
8986,51,0,94 62 100 80 81 52 61 60 62 50
8987,55,0,62 100 80 81 52 61 60 62 50 51
8988,85,0,100 80 81 52 61 60 62 50 51 55
8989,74,0,80 81 52 61 60 62 50 51 55 85
8990,70,0,81 52 61 60 62 50 51 55 85 74
8991,57,0,52 61 60 62 50 51 55 85 74 70
8992,84,0,61 60 62 50 51 55 85 74 70 57
8993,65,0,60 62 50 51 55 85 74 70 57 84
8994,65,0,62 50 51 55 85 74 70 57 84 65
8995,75,0,50 51 55 85 74 70 57 84 65 65
8996,62,0,51 55 85 74 70 57 84 65 65 75
8997,62,0,55 85 74 70 57 84 65 65 75 62
8998,63,0,85 74 70 57 84 65 65 75 62 62
8999,50,0,74 70 57 84 65 65 75 62 62 63
9000,60,0,70 57 84 65 65 75 62 62 63 50
9001,50,0,57 84 65 65 75 62 62 63 50 60
9002,38,0,84 65 65 75 62 62 63 50 60 50
9003,58,0,65 65 75 62 62 63 50 60 50 38
9004,50,0,65 75 62 62 63 50 60 50 38 58
9005,39,0,75 62 62 63 50 60 50 38 58 50
9006,49,0,62 62 63 50 60 50 38 58 50 39
9007,61,0,62 63 50 60 50 38 58 50 39 49
9008,49,0,63 50 60 50 38 58 50 39 49 61
9009,30,0,50 60 50 38 58 50 39 49 61 49
9010,29,0,60 50 38 58 50 39 49 61 49 30
9011,34,0,50 38 58 50 39 49 61 49 30 29
9012,35,0,38 58 50 39 49 61 49 30 29 34
9013,32,0,58 50 39 49 61 49 30 29 34 35
9014,35,0,50 39 49 61 49 30 29 34 35 32
9015,28,0,39 49 61 49 30 29 34 35 32 35
9016,39,0,49 61 49 30 29 34 35 32 35 28
9017,45,0,61 49 30 29 34 35 32 35 28 39
9018,42,0,49 30 29 34 35 32 35 28 39 45
9019,27,0,30 29 34 35 32 35 28 39 45 42
9020,28,0,29 34 35 32 35 28 39 45 42 27
9021,34,0,34 35 32 35 28 39 45 42 27 28
9022,51,0,35 32 35 28 39 45 42 27 28 34
9023,36,0,32 35 28 39 45 42 27 28 34 51
9024,41,0,35 28 39 45 42 27 28 34 51 36
9025,40,0,28 39 45 42 27 28 34 51 36 41
9026,43,0,39 45 42 27 28 34 51 36 41 40
9027,42,0,45 42 27 28 34 51 36 41 40 43
9028,31,0,42 27 28 34 51 36 41 40 43 42
9029,37,0,27 28 34 51 36 41 40 43 42 31
9030,35,0,28 34 51 36 41 40 43 42 31 37
9031,28,0,34 51 36 41 40 43 42 31 37 35
9032,33,0,51 36 41 40 43 42 31 37 35 28
9033,16,0,36 41 40 43 42 31 37 35 28 33
9034,31,0,41 40 43 42 31 37 35 28 33 16
9035,24,0,40 43 42 31 37 35 28 33 16 31
9036,16,0,43 42 31 37 35 28 33 16 31 24
9037,39,0,42 31 37 35 28 33 16 31 24 16
9038,25,0,31 37 35 28 33 16 31 24 16 39
9039,24,0,37 35 28 33 16 31 24 16 39 25
9040,25,0,35 28 33 16 31 24 16 39 25 24
9041,18,0,28 33 16 31 24 16 39 25 24 25
9042,25,0,33 16 31 24 16 39 25 24 25 18
9043,25,0,16 31 24 16 39 25 24 25 18 25
9044,37,0,31 24 16 39 25 24 25 18 25 25
9045,30,0,24 16 39 25 24 25 18 25 25 37
9046,32,0,16 39 25 24 25 18 25 25 37 30
9047,28,0,39 25 24 25 18 25 25 37 30 32
9048,26,0,25 24 25 18 25 25 37 30 32 28
9049,27,0,24 25 18 25 25 37 30 32 28 26
9050,26,0,25 18 25 25 37 30 32 28 26 27
9051,28,0,18 25 25 37 30 32 28 26 27 26
9052,19,0,25 25 37 30 32 28 26 27 26 28
9053,5,0,25 37 30 32 28 26 27 26 28 19
9054,28,0,37 30 32 28 26 27 26 28 19 5
9055,27,0,30 32 28 26 27 26 28 19 5 28
9056,37,0,32 28 26 27 26 28 19 5 28 27
9057,19,0,28 26 27 26 28 19 5 28 27 37
9058,20,0,26 27 26 28 19 5 28 27 37 19
9059,29,0,27 26 28 19 5 28 27 37 19 20
9060,35,0,26 28 19 5 28 27 37 19 20 29
9061,26,0,28 19 5 28 27 37 19 20 29 35
9062,19,0,19 5 28 27 37 19 20 29 35 26
9063,47,0,5 28 27 37 19 20 29 35 26 19
9064,29,0,28 27 37 19 20 29 35 26 19 47
9065,17,0,27 37 19 20 29 35 26 19 47 29
9066,25,0,37 19 20 29 35 26 19 47 29 17
9067,44,0,19 20 29 35 26 19 47 29 17 25
9068,30,0,20 29 35 26 19 47 29 17 25 44
9069,33,0,29 35 26 19 47 29 17 25 44 30
9070,39,0,35 26 19 47 29 17 25 44 30 33
9071,27,0,26 19 47 29 17 25 44 30 33 39
9072,34,0,19 47 29 17 25 44 30 33 39 27
9073,17,0,47 29 17 25 44 30 33 39 27 34
9074,17,0,29 17 25 44 30 33 39 27 34 17
9075,31,0,17 25 44 30 33 39 27 34 17 17
9076,26,0,25 44 30 33 39 27 34 17 17 31
9077,30,0,44 30 33 39 27 34 17 17 31 26
9078,28,0,30 33 39 27 34 17 17 31 26 30
9079,31,0,33 39 27 34 17 17 31 26 30 28
9080,38,0,39 27 34 17 17 31 26 30 28 31
9081,31,0,27 34 17 17 31 26 30 28 31 38
9082,23,0,34 17 17 31 26 30 28 31 38 31
9083,23,0,17 17 31 26 30 28 31 38 31 23
9084,27,0,17 31 26 30 28 31 38 31 23 23
9085,33,0,31 26 30 28 31 38 31 23 23 27
9086,31,0,26 30 28 31 38 31 23 23 27 33
9087,30,0,30 28 31 38 31 23 23 27 33 31
9088,38,0,28 31 38 31 23 23 27 33 31 30
9089,37,0,31 38 31 23 23 27 33 31 30 38
9090,46,0,38 31 23 23 27 33 31 30 38 37
9091,29,0,31 23 23 27 33 31 30 38 37 46
9092,23,0,23 23 27 33 31 30 38 37 46 29
9093,44,0,23 27 33 31 30 38 37 46 29 23
9094,37,0,27 33 31 30 38 37 46 29 23 44
9095,33,0,33 31 30 38 37 46 29 23 44 37
9096,54,0,31 30 38 37 46 29 23 44 37 33
9097,42,0,30 38 37 46 29 23 44 37 33 54
9098,29,0,38 37 46 29 23 44 37 33 54 42
9099,37,0,37 46 29 23 44 37 33 54 42 29
9100,37,0,46 29 23 44 37 33 54 42 29 37
9101,35,0,29 23 44 37 33 54 42 29 37 37
9102,30,0,23 44 37 33 54 42 29 37 37 35
9103,37,0,44 37 33 54 42 29 37 37 35 30
9104,61,0,37 33 54 42 29 37 37 35 30 37
9105,57,0,33 54 42 29 37 37 35 30 37 61
9106,37,0,54 42 29 37 37 35 30 37 61 57
9107,55,0,42 29 37 37 35 30 37 61 57 37
9108,57,0,29 37 37 35 30 37 61 57 37 55
9109,73,0,37 37 35 30 37 61 57 37 55 57
9110,51,0,37 35 30 37 61 57 37 55 57 73
9111,47,0,35 30 37 61 57 37 55 57 73 51
9112,72,0,30 37 61 57 37 55 57 73 51 47
9113,69,0,37 61 57 37 55 57 73 51 47 72
9114,46,0,61 57 37 55 57 73 51 47 72 69
9115,58,0,57 37 55 57 73 51 47 72 69 46
9116,43,0,37 55 57 73 51 47 72 69 46 58
9117,39,0,55 57 73 51 47 72 69 46 58 43
9118,42,0,57 73 51 47 72 69 46 58 43 39
9119,45,0,73 51 47 72 69 46 58 43 39 42
9120,49,0,51 47 72 69 46 58 43 39 42 45
9121,48,0,47 72 69 46 58 43 39 42 45 49
9122,50,0,72 69 46 58 43 39 42 45 49 48
9123,58,0,69 46 58 43 39 42 45 49 48 50
9124,58,0,46 58 43 39 42 45 49 48 50 58
9125,57,0,58 43 39 42 45 49 48 50 58 58
9126,44,0,43 39 42 45 49 48 50 58 58 57
9127,62,0,39 42 45 49 48 50 58 58 57 44
9128,56,0,42 45 49 48 50 58 58 57 44 62
9129,52,0,45 49 48 50 58 58 57 44 62 56
9130,37,0,49 48 50 58 58 57 44 62 56 52
9131,62,0,48 50 58 58 57 44 62 56 52 37
9132,41,0,50 58 58 57 44 62 56 52 37 62
9133,47,0,58 58 57 44 62 56 52 37 62 41
9134,74,0,58 57 44 62 56 52 37 62 41 47
9135,47,0,57 44 62 56 52 37 62 41 47 74
9136,61,0,44 62 56 52 37 62 41 47 74 47
9137,46,0,62 56 52 37 62 41 47 74 47 61
9138,63,0,56 52 37 62 41 47 74 47 61 46
9139,54,0,52 37 62 41 47 74 47 61 46 63
9140,49,0,37 62 41 47 74 47 61 46 63 54
9141,83,0,62 41 47 74 47 61 46 63 54 49
9142,75,0,41 47 74 47 61 46 63 54 49 83
9143,66,0,47 74 47 61 46 63 54 49 83 75
9144,68,0,74 47 61 46 63 54 49 83 75 66
9145,70,0,47 61 46 63 54 49 83 75 66 68
9146,65,0,61 46 63 54 49 83 75 66 68 70
9147,59,0,46 63 54 49 83 75 66 68 70 65
9148,90,0,63 54 49 83 75 66 68 70 65 59
9149,68,0,54 49 83 75 66 68 70 65 59 90
9150,71,0,49 83 75 66 68 70 65 59 90 68
9151,77,0,83 75 66 68 70 65 59 90 68 71
9152,108,0,75 66 68 70 65 59 90 68 71 77
9153,91,0,66 68 70 65 59 90 68 71 77 108
9154,80,0,68 70 65 59 90 68 71 77 108 91
9155,67,0,70 65 59 90 68 71 77 108 91 80
9156,95,0,65 59 90 68 71 77 108 91 80 67
9157,101,0,59 90 68 71 77 108 91 80 67 95
9158,69,0,90 68 71 77 108 91 80 67 95 101
9159,90,0,68 71 77 108 91 80 67 95 101 69
9160,127,0,71 77 108 91 80 67 95 101 69 90
9161,78,0,77 108 91 80 67 95 101 69 90 127
9162,66,0,108 91 80 67 95 101 69 90 127 78
9163,51,0,91 80 67 95 101 69 90 127 78 66
9164,66,0,80 67 95 101 69 90 127 78 66 51
9165,62,0,67 95 101 69 90 127 78 66 51 66
9166,65,0,95 101 69 90 127 78 66 51 66 62
9167,50,0,101 69 90 127 78 66 51 66 62 65
9168,66,0,69 90 127 78 66 51 66 62 65 50
9169,53,0,90 127 78 66 51 66 62 65 50 66
9170,58,0,127 78 66 51 66 62 65 50 66 53
9171,78,0,78 66 51 66 62 65 50 66 53 58
9172,83,0,66 51 66 62 65 50 66 53 58 78
9173,83,0,51 66 62 65 50 66 53 58 78 83
9174,100,0,66 62 65 50 66 53 58 78 83 83
9175,87,0,62 65 50 66 53 58 78 83 83 100
9176,80,0,65 50 66 53 58 78 83 83 100 87
9177,80,0,50 66 53 58 78 83 83 100 87 80
9178,96,0,66 53 58 78 83 83 100 87 80 80
9179,99,0,53 58 78 83 83 100 87 80 80 96
9180,67,0,58 78 83 83 100 87 80 80 96 99
9181,93,0,78 83 83 100 87 80 80 96 99 67
9182,81,0,83 83 100 87 80 80 96 99 67 93
9183,93,0,83 100 87 80 80 96 99 67 93 81
9184,241,0,100 87 80 80 96 99 67 93 81 93
9185,125,0,87 80 80 96 99 67 93 81 93 241
9186,97,0,80 80 96 99 67 93 81 93 241 125
9187,85,0,80 96 99 67 93 81 93 241 125 97
9188,77,0,96 99 67 93 81 93 241 125 97 85
9189,69,0,99 67 93 81 93 241 125 97 85 77
9190,104,0,67 93 81 93 241 125 97 85 77 69
9191,96,0,93 81 93 241 125 97 85 77 69 104
9192,89,0,81 93 241 125 97 85 77 69 104 96
9193,71,0,93 241 125 97 85 77 69 104 96 89
9194,70,0,241 125 97 85 77 69 104 96 89 71
9195,84,0,125 97 85 77 69 104 96 89 71 70
9196,72,0,97 85 77 69 104 96 89 71 70 84
9197,76,0,85 77 69 104 96 89 71 70 84 72
9198,88,0,77 69 104 96 89 71 70 84 72 76
9199,75,0,69 104 96 89 71 70 84 72 76 88
9200,75,0,104 96 89 71 70 84 72 76 88 75
9201,78,0,96 89 71 70 84 72 76 88 75 75
9202,62,0,89 71 70 84 72 76 88 75 75 78
9203,64,0,71 70 84 72 76 88 75 75 78 62
9204,62,0,70 84 72 76 88 75 75 78 62 64
9205,74,0,84 72 76 88 75 75 78 62 64 62
9206,89,0,72 76 88 75 75 78 62 64 62 74
9207,83,0,76 88 75 75 78 62 64 62 74 89
9208,83,0,88 75 75 78 62 64 62 74 89 83
9209,89,0,75 75 78 62 64 62 74 89 83 83
9210,70,0,75 78 62 64 62 74 89 83 83 89
9211,99,0,78 62 64 62 74 89 83 83 89 70
9212,85,0,62 64 62 74 89 83 83 89 70 99
9213,83,0,64 62 74 89 83 83 89 70 99 85
9214,76,0,62 74 89 83 83 89 70 99 85 83
9215,53,0,74 89 83 83 89 70 99 85 83 76
9216,55,0,89 83 83 89 70 99 85 83 76 53
9217,73,0,83 83 89 70 99 85 83 76 53 55
9218,62,0,83 89 70 99 85 83 76 53 55 73
9219,72,0,89 70 99 85 83 76 53 55 73 62
9220,80,0,70 99 85 83 76 53 55 73 62 72
9221,69,0,99 85 83 76 53 55 73 62 72 80
9222,74,0,85 83 76 53 55 73 62 72 80 69
9223,68,0,83 76 53 55 73 62 72 80 69 74
9224,76,0,76 53 55 73 62 72 80 69 74 68
9225,80,0,53 55 73 62 72 80 69 74 68 76
9226,82,0,55 73 62 72 80 69 74 68 76 80
9227,80,0,73 62 72 80 69 74 68 76 80 82
9228,96,0,62 72 80 69 74 68 76 80 82 80
9229,78,0,72 80 69 74 68 76 80 82 80 96
9230,58,0,80 69 74 68 76 80 82 80 96 78
9231,124,0,69 74 68 76 80 82 80 96 78 58
9232,55,0,74 68 76 80 82 80 96 78 58 124
9233,111,0,68 76 80 82 80 96 78 58 124 55
9234,61,0,76 80 82 80 96 78 58 124 55 111
9235,64,0,80 82 80 96 78 58 124 55 111 61
9236,45,0,82 80 96 78 58 124 55 111 61 64
9237,69,0,80 96 78 58 124 55 111 61 64 45
9238,82,0,96 78 58 124 55 111 61 64 45 69
9239,64,0,78 58 124 55 111 61 64 45 69 82
9240,82,0,58 124 55 111 61 64 45 69 82 64
9241,86,0,124 55 111 61 64 45 69 82 64 82
9242,77,0,55 111 61 64 45 69 82 64 82 86
9243,82,0,111 61 64 45 69 82 64 82 86 77
9244,72,0,61 64 45 69 82 64 82 86 77 82
9245,69,0,64 45 69 82 64 82 86 77 82 72
9246,62,0,45 69 82 64 82 86 77 82 72 69
9247,56,0,69 82 64 82 86 77 82 72 69 62
9248,50,0,82 64 82 86 77 82 72 69 62 56
9249,97,0,64 82 86 77 82 72 69 62 56 50
9250,40,0,82 86 77 82 72 69 62 56 50 97
9251,65,0,86 77 82 72 69 62 56 50 97 40
9252,84,0,77 82 72 69 62 56 50 97 40 65
9253,62,0,82 72 69 62 56 50 97 40 65 84
9254,77,0,72 69 62 56 50 97 40 65 84 62
9255,64,0,69 62 56 50 97 40 65 84 62 77
9256,65,0,62 56 50 97 40 65 84 62 77 64
9257,81,0,56 50 97 40 65 84 62 77 64 65
9258,83,0,50 97 40 65 84 62 77 64 65 81
9259,59,0,97 40 65 84 62 77 64 65 81 83
9260,64,0,40 65 84 62 77 64 65 81 83 59
9261,72,0,65 84 62 77 64 65 81 83 59 64
9262,59,0,84 62 77 64 65 81 83 59 64 72
9263,42,0,62 77 64 65 81 83 59 64 72 59
9264,60,0,77 64 65 81 83 59 64 72 59 42
9265,52,0,64 65 81 83 59 64 72 59 42 60
9266,42,0,65 81 83 59 64 72 59 42 60 52
9267,42,0,81 83 59 64 72 59 42 60 52 42
9268,58,0,83 59 64 72 59 42 60 52 42 42
9269,49,0,59 64 72 59 42 60 52 42 42 58
9270,64,0,64 72 59 42 60 52 42 42 58 49
9271,64,0,72 59 42 60 52 42 42 58 49 64
9272,58,0,59 42 60 52 42 42 58 49 64 64
9273,52,0,42 60 52 42 42 58 49 64 64 58
9274,45,0,60 52 42 42 58 49 64 64 58 52
9275,67,0,52 42 42 58 49 64 64 58 52 45
9276,60,0,42 42 58 49 64 64 58 52 45 67
9277,45,0,42 58 49 64 64 58 52 45 67 60
9278,66,0,58 49 64 64 58 52 45 67 60 45
9279,130,0,49 64 64 58 52 45 67 60 45 66
9280,61,0,64 64 58 52 45 67 60 45 66 130
9281,78,0,64 58 52 45 67 60 45 66 130 61
9282,69,0,58 52 45 67 60 45 66 130 61 78
9283,59,0,52 45 67 60 45 66 130 61 78 69
9284,62,0,45 67 60 45 66 130 61 78 69 59
9285,53,0,67 60 45 66 130 61 78 69 59 62
9286,40,0,60 45 66 130 61 78 69 59 62 53
9287,58,0,45 66 130 61 78 69 59 62 53 40
9288,46,0,66 130 61 78 69 59 62 53 40 58
9289,53,0,130 61 78 69 59 62 53 40 58 46
9290,52,0,61 78 69 59 62 53 40 58 46 53
9291,46,0,78 69 59 62 53 40 58 46 53 52
9292,46,0,69 59 62 53 40 58 46 53 52 46
9293,40,0,59 62 53 40 58 46 53 52 46 46
9294,44,0,62 53 40 58 46 53 52 46 46 40
9295,42,0,53 40 58 46 53 52 46 46 40 44
9296,38,0,40 58 46 53 52 46 46 40 44 42
9297,31,0,58 46 53 52 46 46 40 44 42 38
9298,40,0,46 53 52 46 46 40 44 42 38 31
9299,60,0,53 52 46 46 40 44 42 38 31 40
9300,46,0,52 46 46 40 44 42 38 31 40 60
9301,39,0,46 46 40 44 42 38 31 40 60 46
9302,29,0,46 40 44 42 38 31 40 60 46 39
9303,30,0,40 44 42 38 31 40 60 46 39 29
9304,36,0,44 42 38 31 40 60 46 39 29 30
9305,30,0,42 38 31 40 60 46 39 29 30 36
9306,33,0,38 31 40 60 46 39 29 30 36 30
9307,33,0,31 40 60 46 39 29 30 36 30 33
9308,43,0,40 60 46 39 29 30 36 30 33 33
9309,31,0,60 46 39 29 30 36 30 33 33 43
9310,31,0,46 39 29 30 36 30 33 33 43 31
9311,46,0,39 29 30 36 30 33 33 43 31 31
9312,34,0,29 30 36 30 33 33 43 31 31 46
9313,25,0,30 36 30 33 33 43 31 31 46 34
9314,24,0,36 30 33 33 43 31 31 46 34 25
9315,25,0,30 33 33 43 31 31 46 34 25 24
9316,21,0,33 33 43 31 31 46 34 25 24 25
9317,26,0,33 43 31 31 46 34 25 24 25 21
9318,25,0,43 31 31 46 34 25 24 25 21 26
9319,39,0,31 31 46 34 25 24 25 21 26 25
9320,39,0,31 46 34 25 24 25 21 26 25 39
9321,37,0,46 34 25 24 25 21 26 25 39 39
9322,35,0,34 25 24 25 21 26 25 39 39 37
9323,22,0,25 24 25 21 26 25 39 39 37 35
9324,31,0,24 25 21 26 25 39 39 37 35 22
9325,26,0,25 21 26 25 39 39 37 35 22 31
9326,37,0,21 26 25 39 39 37 35 22 31 26
9327,25,0,26 25 39 39 37 35 22 31 26 37
9328,45,0,25 39 39 37 35 22 31 26 37 25
9329,13,0,39 39 37 35 22 31 26 37 25 45
9330,32,0,39 37 35 22 31 26 37 25 45 13
9331,37,0,37 35 22 31 26 37 25 45 13 32
9332,20,0,35 22 31 26 37 25 45 13 32 37
9333,26,0,22 31 26 37 25 45 13 32 37 20
9334,27,0,31 26 37 25 45 13 32 37 20 26
9335,22,0,26 37 25 45 13 32 37 20 26 27
9336,30,0,37 25 45 13 32 37 20 26 27 22
9337,28,0,25 45 13 32 37 20 26 27 22 30
9338,28,0,45 13 32 37 20 26 27 22 30 28
9339,22,0,13 32 37 20 26 27 22 30 28 28
9340,26,0,32 37 20 26 27 22 30 28 28 22
9341,24,0,37 20 26 27 22 30 28 28 22 26
9342,21,0,20 26 27 22 30 28 28 22 26 24
9343,23,0,26 27 22 30 28 28 22 26 24 21
9344,35,0,27 22 30 28 28 22 26 24 21 23
9345,26,0,22 30 28 28 22 26 24 21 23 35
9346,33,0,30 28 28 22 26 24 21 23 35 26
9347,34,0,28 28 22 26 24 21 23 35 26 33
9348,38,0,28 22 26 24 21 23 35 26 33 34
9349,22,0,22 26 24 21 23 35 26 33 34 38
9350,11,0,26 24 21 23 35 26 33 34 38 22
9351,22,0,24 21 23 35 26 33 34 38 22 11
9352,30,0,21 23 35 26 33 34 38 22 11 22
9353,35,0,23 35 26 33 34 38 22 11 22 30
9354,26,0,35 26 33 34 38 22 11 22 30 35
9355,31,0,26 33 34 38 22 11 22 30 35 26
9356,30,0,33 34 38 22 11 22 30 35 26 31
9357,25,0,34 38 22 11 22 30 35 26 31 30
9358,23,0,38 22 11 22 30 35 26 31 30 25
9359,15,0,22 11 22 30 35 26 31 30 25 23
9360,27,0,11 22 30 35 26 31 30 25 23 15
9361,28,0,22 30 35 26 31 30 25 23 15 27
9362,19,0,30 35 26 31 30 25 23 15 27 28
9363,16,0,35 26 31 30 25 23 15 27 28 19
9364,32,0,26 31 30 25 23 15 27 28 19 16
9365,38,0,31 30 25 23 15 27 28 19 16 32
9366,49,0,30 25 23 15 27 28 19 16 32 38
9367,34,0,25 23 15 27 28 19 16 32 38 49
9368,35,0,23 15 27 28 19 16 32 38 49 34
9369,34,0,15 27 28 19 16 32 38 49 34 35
9370,34,0,27 28 19 16 32 38 49 34 35 34
9371,23,0,28 19 16 32 38 49 34 35 34 34
9372,55,0,19 16 32 38 49 34 35 34 34 23
9373,43,0,16 32 38 49 34 35 34 34 23 55
9374,25,0,32 38 49 34 35 34 34 23 55 43
9375,26,0,38 49 34 35 34 34 23 55 43 25
9376,38,0,49 34 35 34 34 23 55 43 25 26
9377,53,0,34 35 34 34 23 55 43 25 26 38
9378,54,0,35 34 34 23 55 43 25 26 38 53
9379,55,0,34 34 23 55 43 25 26 38 53 54
9380,41,0,34 23 55 43 25 26 38 53 54 55
9381,42,0,23 55 43 25 26 38 53 54 55 41
9382,42,0,55 43 25 26 38 53 54 55 41 42
9383,58,0,43 25 26 38 53 54 55 41 42 42
9384,54,0,25 26 38 53 54 55 41 42 42 58
9385,52,0,26 38 53 54 55 41 42 42 58 54
9386,57,0,38 53 54 55 41 42 42 58 54 52
9387,67,0,53 54 55 41 42 42 58 54 52 57
9388,63,0,54 55 41 42 42 58 54 52 57 67
9389,52,0,55 41 42 42 58 54 52 57 67 63
9390,47,0,41 42 42 58 54 52 57 67 63 52
9391,50,0,42 42 58 54 52 57 67 63 52 47
9392,52,0,42 58 54 52 57 67 63 52 47 50
9393,45,0,58 54 52 57 67 63 52 47 50 52
9394,51,0,54 52 57 67 63 52 47 50 52 45
9395,71,0,52 57 67 63 52 47 50 52 45 51
9396,67,0,57 67 63 52 47 50 52 45 51 71
9397,67,0,67 63 52 47 50 52 45 51 71 67
9398,82,0,63 52 47 50 52 45 51 71 67 67
9399,75,0,52 47 50 52 45 51 71 67 67 82
9400,79,0,47 50 52 45 51 71 67 67 82 75
9401,53,0,50 52 45 51 71 67 67 82 75 79
9402,54,0,52 45 51 71 67 67 82 75 79 53
