value,split,value_feature
50,0,44 40 49 63 49 55 38 54 63 60
50,0,40 49 63 49 55 38 54 63 60 50
54,0,49 63 49 55 38 54 63 60 50 50
50,0,63 49 55 38 54 63 60 50 50 54
74,0,49 55 38 54 63 60 50 50 54 50
77,0,55 38 54 63 60 50 50 54 50 74
48,0,38 54 63 60 50 50 54 50 74 77
45,0,54 63 60 50 50 54 50 74 77 48
60,0,63 60 50 50 54 50 74 77 48 45
46,0,60 50 50 54 50 74 77 48 45 60
35,0,50 50 54 50 74 77 48 45 60 46
47,0,50 54 50 74 77 48 45 60 46 35
80,0,54 50 74 77 48 45 60 46 35 47
93,0,50 74 77 48 45 60 46 35 47 80
51,0,74 77 48 45 60 46 35 47 80 93
43,0,77 48 45 60 46 35 47 80 93 51
40,0,48 45 60 46 35 47 80 93 51 43
39,0,45 60 46 35 47 80 93 51 43 40
53,0,60 46 35 47 80 93 51 43 40 39
52,0,46 35 47 80 93 51 43 40 39 53
43,0,35 47 80 93 51 43 40 39 53 52
39,0,47 80 93 51 43 40 39 53 52 43
49,0,80 93 51 43 40 39 53 52 43 39
55,0,93 51 43 40 39 53 52 43 39 49
42,0,51 43 40 39 53 52 43 39 49 55
40,0,43 40 39 53 52 43 39 49 55 42
39,0,40 39 53 52 43 39 49 55 42 40
44,0,39 53 52 43 39 49 55 42 40 39
43,0,53 52 43 39 49 55 42 40 39 44
36,0,52 43 39 49 55 42 40 39 44 43
46,0,43 39 49 55 42 40 39 44 43 36
38,0,39 49 55 42 40 39 44 43 36 46
50,0,49 55 42 40 39 44 43 36 46 38
39,0,55 42 40 39 44 43 36 46 38 50
44,0,42 40 39 44 43 36 46 38 50 39
53,0,40 39 44 43 36 46 38 50 39 44
73,0,39 44 43 36 46 38 50 39 44 53
61,0,44 43 36 46 38 50 39 44 53 73
74,0,43 36 46 38 50 39 44 53 73 61
71,0,36 46 38 50 39 44 53 73 61 74
55,0,46 38 50 39 44 53 73 61 74 71
34,0,38 50 39 44 53 73 61 74 71 55
40,0,50 39 44 53 73 61 74 71 55 34
33,0,39 44 53 73 61 74 71 55 34 40
33,0,44 53 73 61 74 71 55 34 40 33
41,0,53 73 61 74 71 55 34 40 33 33
46,0,73 61 74 71 55 34 40 33 33 41
41,0,61 74 71 55 34 40 33 33 41 46
35,0,74 71 55 34 40 33 33 41 46 41
31,0,71 55 34 40 33 33 41 46 41 35
41,0,55 34 40 33 33 41 46 41 35 31
51,0,34 40 33 33 41 46 41 35 31 41
36,0,40 33 33 41 46 41 35 31 41 51
37,0,33 33 41 46 41 35 31 41 51 36
47,0,33 41 46 41 35 31 41 51 36 37
57,0,41 46 41 35 31 41 51 36 37 47
67,0,46 41 35 31 41 51 36 37 47 57
44,0,41 35 31 41 51 36 37 47 57 67
28,0,35 31 41 51 36 37 47 57 67 44
24,0,31 41 51 36 37 47 57 67 44 28
53,0,41 51 36 37 47 57 67 44 28 24
45,0,51 36 37 47 57 67 44 28 24 53
51,0,36 37 47 57 67 44 28 24 53 45
47,0,37 47 57 67 44 28 24 53 45 51
55,0,47 57 67 44 28 24 53 45 51 47
57,0,57 67 44 28 24 53 45 51 47 55
45,0,67 44 28 24 53 45 51 47 55 57
51,0,44 28 24 53 45 51 47 55 57 45
40,0,28 24 53 45 51 47 55 57 45 51
51,0,24 53 45 51 47 55 57 45 51 40
49,0,53 45 51 47 55 57 45 51 40 51
43,0,45 51 47 55 57 45 51 40 51 49
47,0,51 47 55 57 45 51 40 51 49 43
59,0,47 55 57 45 51 40 51 49 43 47
38,0,55 57 45 51 40 51 49 43 47 59
45,0,57 45 51 40 51 49 43 47 59 38
65,0,45 51 40 51 49 43 47 59 38 45
60,0,51 40 51 49 43 47 59 38 45 65
36,0,40 51 49 43 47 59 38 45 65 60
27,0,51 49 43 47 59 38 45 65 60 36
48,0,49 43 47 59 38 45 65 60 36 27
38,0,43 47 59 38 45 65 60 36 27 48
38,0,47 59 38 45 65 60 36 27 48 38
38,0,59 38 45 65 60 36 27 48 38 38
33,0,38 45 65 60 36 27 48 38 38 38
35,0,45 65 60 36 27 48 38 38 38 33
38,0,65 60 36 27 48 38 38 38 33 35
39,0,60 36 27 48 38 38 38 33 35 38
28,0,36 27 48 38 38 38 33 35 38 39
39,0,27 48 38 38 38 33 35 38 39 28
48,0,48 38 38 38 33 35 38 39 28 39
67,0,38 38 38 33 35 38 39 28 39 48
61,0,38 38 33 35 38 39 28 39 48 67
49,0,38 33 35 38 39 28 39 48 67 61
35,0,33 35 38 39 28 39 48 67 61 49
36,0,35 38 39 28 39 48 67 61 49 35
33,0,38 39 28 39 48 67 61 49 35 36
42,0,39 28 39 48 67 61 49 35 36 33
45,0,28 39 48 67 61 49 35 36 33 42
43,0,39 48 67 61 49 35 36 33 42 45
44,0,48 67 61 49 35 36 33 42 45 43
43,0,67 61 49 35 36 33 42 45 43 44
39,0,61 49 35 36 33 42 45 43 44 43
33,0,49 35 36 33 42 45 43 44 43 39
26,0,35 36 33 42 45 43 44 43 39 33
63,0,36 33 42 45 43 44 43 39 33 26
58,0,33 42 45 43 44 43 39 33 26 63
51,0,42 45 43 44 43 39 33 26 63 58
52,0,45 43 44 43 39 33 26 63 58 51
60,0,43 44 43 39 33 26 63 58 51 52
58,0,44 43 39 33 26 63 58 51 52 60
44,0,43 39 33 26 63 58 51 52 60 58
42,0,39 33 26 63 58 51 52 60 58 44
55,0,33 26 63 58 51 52 60 58 44 42
50,0,26 63 58 51 52 60 58 44 42 55
36,0,63 58 51 52 60 58 44 42 55 50
33,0,58 51 52 60 58 44 42 55 50 36
53,0,51 52 60 58 44 42 55 50 36 33
79,0,52 60 58 44 42 55 50 36 33 53
39,0,60 58 44 42 55 50 36 33 53 79
44,0,58 44 42 55 50 36 33 53 79 39
55,0,44 42 55 50 36 33 53 79 39 44
38,0,42 55 50 36 33 53 79 39 44 55
35,0,55 50 36 33 53 79 39 44 55 38
51,0,50 36 33 53 79 39 44 55 38 35
30,0,36 33 53 79 39 44 55 38 35 51
39,0,33 53 79 39 44 55 38 35 51 30
47,0,53 79 39 44 55 38 35 51 30 39
43,0,79 39 44 55 38 35 51 30 39 47
51,0,39 44 55 38 35 51 30 39 47 43
84,0,44 55 38 35 51 30 39 47 43 51
87,0,55 38 35 51 30 39 47 43 51 84
63,0,38 35 51 30 39 47 43 51 84 87
61,0,35 51 30 39 47 43 51 84 87 63
45,0,51 30 39 47 43 51 84 87 63 61
42,0,30 39 47 43 51 84 87 63 61 45
43,0,39 47 43 51 84 87 63 61 45 42
37,0,47 43 51 84 87 63 61 45 42 43
43,0,43 51 84 87 63 61 45 42 43 37
45,0,51 84 87 63 61 45 42 43 37 43
35,0,84 87 63 61 45 42 43 37 43 45
33,0,87 63 61 45 42 43 37 43 45 35
29,0,63 61 45 42 43 37 43 45 35 33
28,0,61 45 42 43 37 43 45 35 33 29
34,0,45 42 43 37 43 45 35 33 29 28
54,0,42 43 37 43 45 35 33 29 28 34
39,0,43 37 43 45 35 33 29 28 34 54
30,0,37 43 45 35 33 29 28 34 54 39
41,0,43 45 35 33 29 28 34 54 39 30
24,0,45 35 33 29 28 34 54 39 30 41
18,0,35 33 29 28 34 54 39 30 41 24
29,0,33 29 28 34 54 39 30 41 24 18
30,0,29 28 34 54 39 30 41 24 18 29
36,0,28 34 54 39 30 41 24 18 29 30
36,0,34 54 39 30 41 24 18 29 30 36
30,0,54 39 30 41 24 18 29 30 36 36
27,0,39 30 41 24 18 29 30 36 36 30
32,0,30 41 24 18 29 30 36 36 30 27
28,0,41 24 18 29 30 36 36 30 27 32
30,0,24 18 29 30 36 36 30 27 32 28
34,0,18 29 30 36 36 30 27 32 28 30
31,0,29 30 36 36 30 27 32 28 30 34
34,0,30 36 36 30 27 32 28 30 34 31
37,0,36 36 30 27 32 28 30 34 31 34
24,0,36 30 27 32 28 30 34 31 34 37
24,0,30 27 32 28 30 34 31 34 37 24
40,0,27 32 28 30 34 31 34 37 24 24
37,0,32 28 30 34 31 34 37 24 24 40
38,0,28 30 34 31 34 37 24 24 40 37
35,0,30 34 31 34 37 24 24 40 37 38
18,0,34 31 34 37 24 24 40 37 38 35
17,0,31 34 37 24 24 40 37 38 35 18
34,0,34 37 24 24 40 37 38 35 18 17
26,0,37 24 24 40 37 38 35 18 17 34
22,0,24 24 40 37 38 35 18 17 34 26
38,0,24 40 37 38 35 18 17 34 26 22
31,0,40 37 38 35 18 17 34 26 22 38
30,0,37 38 35 18 17 34 26 22 38 31
32,0,38 35 18 17 34 26 22 38 31 30
38,0,35 18 17 34 26 22 38 31 30 32
59,0,18 17 34 26 22 38 31 30 32 38
41,0,17 34 26 22 38 31 30 32 38 59
42,0,34 26 22 38 31 30 32 38 59 41
32,0,26 22 38 31 30 32 38 59 41 42
36,0,22 38 31 30 32 38 59 41 42 32
56,0,38 31 30 32 38 59 41 42 32 36
29,0,31 30 32 38 59 41 42 32 36 56
21,0,30 32 38 59 41 42 32 36 56 29
33,0,32 38 59 41 42 32 36 56 29 21
25,0,38 59 41 42 32 36 56 29 21 33
44,0,59 41 42 32 36 56 29 21 33 25
30,0,41 42 32 36 56 29 21 33 25 44
21,0,42 32 36 56 29 21 33 25 44 30
18,0,32 36 56 29 21 33 25 44 30 21
30,0,36 56 29 21 33 25 44 30 21 18
24,0,56 29 21 33 25 44 30 21 18 30
31,0,29 21 33 25 44 30 21 18 30 24
22,0,21 33 25 44 30 21 18 30 24 31
20,0,33 25 44 30 21 18 30 24 31 22
21,0,25 44 30 21 18 30 24 31 22 20
20,0,44 30 21 18 30 24 31 22 20 21
34,0,30 21 18 30 24 31 22 20 21 20
19,0,21 18 30 24 31 22 20 21 20 34
31,0,18 30 24 31 22 20 21 20 34 19
31,0,30 24 31 22 20 21 20 34 19 31
31,0,24 31 22 20 21 20 34 19 31 31
21,0,31 22 20 21 20 34 19 31 31 31
37,0,22 20 21 20 34 19 31 31 31 21
36,0,20 21 20 34 19 31 31 31 21 37
23,0,21 20 34 19 31 31 31 21 37 36
28,0,20 34 19 31 31 31 21 37 36 23
32,0,34 19 31 31 31 21 37 36 23 28
32,0,19 31 31 31 21 37 36 23 28 32
40,0,31 31 31 21 37 36 23 28 32 32
35,0,31 31 21 37 36 23 28 32 32 40
34,0,31 21 37 36 23 28 32 32 40 35
43,0,21 37 36 23 28 32 32 40 35 34
28,0,37 36 23 28 32 32 40 35 34 43
34,0,36 23 28 32 32 40 35 34 43 28
58,0,23 28 32 32 40 35 34 43 28 34
34,0,28 32 32 40 35 34 43 28 34 58
35,0,32 32 40 35 34 43 28 34 58 34
27,0,32 40 35 34 43 28 34 58 34 35
40,0,40 35 34 43 28 34 58 34 35 27
45,0,35 34 43 28 34 58 34 35 27 40
36,0,34 43 28 34 58 34 35 27 40 45
58,0,43 28 34 58 34 35 27 40 45 36
64,0,28 34 58 34 35 27 40 45 36 58
36,0,34 58 34 35 27 40 45 36 58 64
30,0,58 34 35 27 40 45 36 58 64 36
34,0,34 35 27 40 45 36 58 64 36 30
45,0,35 27 40 45 36 58 64 36 30 34
34,0,27 40 45 36 58 64 36 30 34 45
26,0,40 45 36 58 64 36 30 34 45 34
41,0,45 36 58 64 36 30 34 45 34 26
46,0,36 58 64 36 30 34 45 34 26 41
23,0,58 64 36 30 34 45 34 26 41 46
51,0,64 36 30 34 45 34 26 41 46 23
43,0,36 30 34 45 34 26 41 46 23 51
31,0,30 34 45 34 26 41 46 23 51 43
48,0,34 45 34 26 41 46 23 51 43 31
37,0,45 34 26 41 46 23 51 43 31 48
48,0,34 26 41 46 23 51 43 31 48 37
42,0,26 41 46 23 51 43 31 48 37 48
60,0,41 46 23 51 43 31 48 37 48 42
45,0,46 23 51 43 31 48 37 48 42 60
41,0,23 51 43 31 48 37 48 42 60 45
57,0,51 43 31 48 37 48 42 60 45 41
70,0,43 31 48 37 48 42 60 45 41 57
73,0,31 48 37 48 42 60 45 41 57 70
75,0,48 37 48 42 60 45 41 57 70 73
79,0,37 48 42 60 45 41 57 70 73 75
86,0,48 42 60 45 41 57 70 73 75 79
68,0,42 60 45 41 57 70 73 75 79 86
56,0,60 45 41 57 70 73 75 79 86 68
68,0,45 41 57 70 73 75 79 86 68 56
78,0,41 57 70 73 75 79 86 68 56 68
57,0,57 70 73 75 79 86 68 56 68 78
48,0,70 73 75 79 86 68 56 68 78 57
68,0,73 75 79 86 68 56 68 78 57 48
60,0,75 79 86 68 56 68 78 57 48 68
54,0,79 86 68 56 68 78 57 48 68 60
75,0,86 68 56 68 78 57 48 68 60 54
71,0,68 56 68 78 57 48 68 60 54 75
68,0,56 68 78 57 48 68 60 54 75 71
63,0,68 78 57 48 68 60 54 75 71 68
77,0,78 57 48 68 60 54 75 71 68 63
63,0,57 48 68 60 54 75 71 68 63 77
69,0,48 68 60 54 75 71 68 63 77 63
100,0,68 60 54 75 71 68 63 77 63 69
57,0,60 54 75 71 68 63 77 63 69 100
68,0,54 75 71 68 63 77 63 69 100 57
74,0,75 71 68 63 77 63 69 100 57 68
61,0,71 68 63 77 63 69 100 57 68 74
88,0,68 63 77 63 69 100 57 68 74 61
91,0,63 77 63 69 100 57 68 74 61 88
81,0,77 63 69 100 57 68 74 61 88 91
56,0,63 69 100 57 68 74 61 88 91 81
79,0,69 100 57 68 74 61 88 91 81 56
89,0,100 57 68 74 61 88 91 81 56 79
99,0,57 68 74 61 88 91 81 56 79 89
54,0,68 74 61 88 91 81 56 79 89 99
56,0,74 61 88 91 81 56 79 89 99 54
68,0,61 88 91 81 56 79 89 99 54 56
61,0,88 91 81 56 79 89 99 54 56 68
69,0,91 81 56 79 89 99 54 56 68 61
82,0,81 56 79 89 99 54 56 68 61 69
81,0,56 79 89 99 54 56 68 61 69 82
65,0,79 89 99 54 56 68 61 69 82 81
83,0,89 99 54 56 68 61 69 82 81 65
54,0,99 54 56 68 61 69 82 81 65 83
71,0,54 56 68 61 69 82 81 65 83 54
56,0,56 68 61 69 82 81 65 83 54 71
88,0,68 61 69 82 81 65 83 54 71 56
69,0,61 69 82 81 65 83 54 71 56 88
65,0,69 82 81 65 83 54 71 56 88 69
76,0,82 81 65 83 54 71 56 88 69 65
67,0,81 65 83 54 71 56 88 69 65 76
50,0,65 83 54 71 56 88 69 65 76 67
57,0,83 54 71 56 88 69 65 76 67 50
70,0,54 71 56 88 69 65 76 67 50 57
101,0,71 56 88 69 65 76 67 50 57 70
84,0,56 88 69 65 76 67 50 57 70 101
64,0,88 69 65 76 67 50 57 70 101 84
64,0,69 65 76 67 50 57 70 101 84 64
77,0,65 76 67 50 57 70 101 84 64 64
71,0,76 67 50 57 70 101 84 64 64 77
85,0,67 50 57 70 101 84 64 64 77 71
61,0,50 57 70 101 84 64 64 77 71 85
60,0,57 70 101 84 64 64 77 71 85 61
73,0,70 101 84 64 64 77 71 85 61 60
62,0,101 84 64 64 77 71 85 61 60 73
86,0,84 64 64 77 71 85 61 60 73 62
73,0,64 64 77 71 85 61 60 73 62 86
67,0,64 77 71 85 61 60 73 62 86 73
70,0,77 71 85 61 60 73 62 86 73 67
66,0,71 85 61 60 73 62 86 73 67 70
70,0,85 61 60 73 62 86 73 67 70 66
74,0,61 60 73 62 86 73 67 70 66 70
97,0,60 73 62 86 73 67 70 66 70 74
91,0,73 62 86 73 67 70 66 70 74 97
75,0,62 86 73 67 70 66 70 74 97 91
87,0,86 73 67 70 66 70 74 97 91 75
53,0,73 67 70 66 70 74 97 91 75 87
63,0,67 70 66 70 74 97 91 75 87 53
67,0,70 66 70 74 97 91 75 87 53 63
54,0,66 70 74 97 91 75 87 53 63 67
65,0,70 74 97 91 75 87 53 63 67 54
54,0,74 97 91 75 87 53 63 67 54 65
65,0,97 91 75 87 53 63 67 54 65 54
69,0,91 75 87 53 63 67 54 65 54 65
56,0,75 87 53 63 67 54 65 54 65 69
64,0,87 53 63 67 54 65 54 65 69 56
50,0,53 63 67 54 65 54 65 69 56 64
43,0,63 67 54 65 54 65 69 56 64 50
61,0,67 54 65 54 65 69 56 64 50 43
51,0,54 65 54 65 69 56 64 50 43 61
71,0,65 54 65 69 56 64 50 43 61 51
69,0,54 65 69 56 64 50 43 61 51 71
51,0,65 69 56 64 50 43 61 51 71 69
72,0,69 56 64 50 43 61 51 71 69 51
53,0,56 64 50 43 61 51 71 69 51 72
71,0,64 50 43 61 51 71 69 51 72 53
51,0,50 43 61 51 71 69 51 72 53 71
73,0,43 61 51 71 69 51 72 53 71 51
43,0,61 51 71 69 51 72 53 71 51 73
52,0,51 71 69 51 72 53 71 51 73 43
53,0,71 69 51 72 53 71 51 73 43 52
53,0,69 51 72 53 71 51 73 43 52 53
57,0,51 72 53 71 51 73 43 52 53 53
49,0,72 53 71 51 73 43 52 53 53 57
49,0,53 71 51 73 43 52 53 53 57 49
54,0,71 51 73 43 52 53 53 57 49 49
65,0,51 73 43 52 53 53 57 49 49 54
53,0,73 43 52 53 53 57 49 49 54 65
65,0,43 52 53 53 57 49 49 54 65 53
38,0,52 53 53 57 49 49 54 65 53 65
47,0,53 53 57 49 49 54 65 53 65 38
51,0,53 57 49 49 54 65 53 65 38 47
51,0,57 49 49 54 65 53 65 38 47 51
53,0,49 49 54 65 53 65 38 47 51 51
65,0,49 54 65 53 65 38 47 51 51 53
56,0,54 65 53 65 38 47 51 51 53 65
49,0,65 53 65 38 47 51 51 53 65 56
52,0,53 65 38 47 51 51 53 65 56 49
44,0,65 38 47 51 51 53 65 56 49 52
67,0,38 47 51 51 53 65 56 49 52 44
48,0,47 51 51 53 65 56 49 52 44 67
64,0,51 51 53 65 56 49 52 44 67 48
72,0,51 53 65 56 49 52 44 67 48 64
75,0,53 65 56 49 52 44 67 48 64 72
62,0,65 56 49 52 44 67 48 64 72 75
54,0,56 49 52 44 67 48 64 72 75 62
82,0,49 52 44 67 48 64 72 75 62 54
70,0,52 44 67 48 64 72 75 62 54 82
68,0,44 67 48 64 72 75 62 54 82 70
70,0,67 48 64 72 75 62 54 82 70 68
87,0,48 64 72 75 62 54 82 70 68 70
67,0,64 72 75 62 54 82 70 68 70 87
75,0,72 75 62 54 82 70 68 70 87 67
61,0,75 62 54 82 70 68 70 87 67 75
52,0,62 54 82 70 68 70 87 67 75 61
82,0,54 82 70 68 70 87 67 75 61 52
77,0,82 70 68 70 87 67 75 61 52 82
86,0,70 68 70 87 67 75 61 52 82 77
49,0,68 70 87 67 75 61 52 82 77 86
59,0,70 87 67 75 61 52 82 77 86 49
60,0,87 67 75 61 52 82 77 86 49 59
76,0,67 75 61 52 82 77 86 49 59 60
61,0,75 61 52 82 77 86 49 59 60 76
50,0,61 52 82 77 86 49 59 60 76 61
54,0,52 82 77 86 49 59 60 76 61 50
55,0,82 77 86 49 59 60 76 61 50 54
40,0,77 86 49 59 60 76 61 50 54 55
59,0,86 49 59 60 76 61 50 54 55 40
73,0,49 59 60 76 61 50 54 55 40 59
73,0,59 60 76 61 50 54 55 40 59 73
57,0,60 76 61 50 54 55 40 59 73 73
39,0,76 61 50 54 55 40 59 73 73 57
46,0,61 50 54 55 40 59 73 73 57 39
51,0,50 54 55 40 59 73 73 57 39 46
53,0,54 55 40 59 73 73 57 39 46 51
39,0,55 40 59 73 73 57 39 46 51 53
54,0,40 59 73 73 57 39 46 51 53 39
51,0,59 73 73 57 39 46 51 53 39 54
33,0,73 73 57 39 46 51 53 39 54 51
57,0,73 57 39 46 51 53 39 54 51 33
58,0,57 39 46 51 53 39 54 51 33 57
48,0,39 46 51 53 39 54 51 33 57 58
48,0,46 51 53 39 54 51 33 57 58 48
54,0,51 53 39 54 51 33 57 58 48 48
55,0,53 39 54 51 33 57 58 48 48 54
64,0,39 54 51 33 57 58 48 48 54 55
52,0,54 51 33 57 58 48 48 54 55 64
48,0,51 33 57 58 48 48 54 55 64 52
58,0,33 57 58 48 48 54 55 64 52 48
41,0,57 58 48 48 54 55 64 52 48 58
51,0,58 48 48 54 55 64 52 48 58 41
50,0,48 48 54 55 64 52 48 58 41 51
55,0,48 54 55 64 52 48 58 41 51 50
78,0,54 55 64 52 48 58 41 51 50 55
64,0,55 64 52 48 58 41 51 50 55 78
49,0,64 52 48 58 41 51 50 55 78 64
67,0,52 48 58 41 51 50 55 78 64 49
61,0,48 58 41 51 50 55 78 64 49 67
46,0,58 41 51 50 55 78 64 49 67 61
59,0,41 51 50 55 78 64 49 67 61 46
62,0,51 50 55 78 64 49 67 61 46 59
64,0,50 55 78 64 49 67 61 46 59 62
36,0,55 78 64 49 67 61 46 59 62 64
36,0,78 64 49 67 61 46 59 62 64 36
40,0,64 49 67 61 46 59 62 64 36 36
52,0,49 67 61 46 59 62 64 36 36 40
38,0,67 61 46 59 62 64 36 36 40 52
42,0,61 46 59 62 64 36 36 40 52 38
45,0,46 59 62 64 36 36 40 52 38 42
54,0,59 62 64 36 36 40 52 38 42 45
37,0,62 64 36 36 40 52 38 42 45 54
55,0,64 36 36 40 52 38 42 45 54 37
50,0,36 36 40 52 38 42 45 54 37 55
67,0,36 40 52 38 42 45 54 37 55 50
76,0,40 52 38 42 45 54 37 55 50 67
74,0,52 38 42 45 54 37 55 50 67 76
73,0,38 42 45 54 37 55 50 67 76 74
50,0,42 45 54 37 55 50 67 76 74 73
46,0,45 54 37 55 50 67 76 74 73 50
31,0,54 37 55 50 67 76 74 73 50 46
33,0,37 55 50 67 76 74 73 50 46 31
44,0,55 50 67 76 74 73 50 46 31 33
57,0,50 67 76 74 73 50 46 31 33 44
51,0,67 76 74 73 50 46 31 33 44 57
51,0,76 74 73 50 46 31 33 44 57 51
11,0,74 73 50 46 31 33 44 57 51 51
49,0,73 50 46 31 33 44 57 51 51 11
64,0,50 46 31 33 44 57 51 51 11 49
23,0,46 31 33 44 57 51 51 11 49 64
18,0,31 33 44 57 51 51 11 49 64 23
24,0,33 44 57 51 51 11 49 64 23 18
21,0,44 57 51 51 11 49 64 23 18 24
23,0,57 51 51 11 49 64 23 18 24 21
19,0,51 51 11 49 64 23 18 24 21 23
21,0,51 11 49 64 23 18 24 21 23 19
45,0,11 49 64 23 18 24 21 23 19 21
24,0,49 64 23 18 24 21 23 19 21 45
21,0,64 23 18 24 21 23 19 21 45 24
24,0,23 18 24 21 23 19 21 45 24 21
21,0,18 24 21 23 19 21 45 24 21 24
28,0,24 21 23 19 21 45 24 21 24 21
34,0,21 23 19 21 45 24 21 24 21 28
20,0,23 19 21 45 24 21 24 21 28 34
20,0,19 21 45 24 21 24 21 28 34 20
24,0,21 45 24 21 24 21 28 34 20 20
29,0,45 24 21 24 21 28 34 20 20 24
35,0,24 21 24 21 28 34 20 20 24 29
30,0,21 24 21 28 34 20 20 24 29 35
25,0,24 21 28 34 20 20 24 29 35 30
26,0,21 28 34 20 20 24 29 35 30 25
19,0,28 34 20 20 24 29 35 30 25 26
21,0,34 20 20 24 29 35 30 25 26 19
79,0,20 20 24 29 35 30 25 26 19 21
57,0,20 24 29 35 30 25 26 19 21 79
32,0,24 29 35 30 25 26 19 21 79 57
25,0,29 35 30 25 26 19 21 79 57 32
29,0,35 30 25 26 19 21 79 57 32 25
45,0,30 25 26 19 21 79 57 32 25 29
35,0,25 26 19 21 79 57 32 25 29 45
51,0,26 19 21 79 57 32 25 29 45 35
45,0,19 21 79 57 32 25 29 45 35 51
44,0,21 79 57 32 25 29 45 35 51 45
36,0,79 57 32 25 29 45 35 51 45 44
34,0,57 32 25 29 45 35 51 45 44 36
40,0,32 25 29 45 35 51 45 44 36 34
26,0,25 29 45 35 51 45 44 36 34 40
26,0,29 45 35 51 45 44 36 34 40 26
19,0,45 35 51 45 44 36 34 40 26 26
23,0,35 51 45 44 36 34 40 26 26 19
40,0,51 45 44 36 34 40 26 26 19 23
34,0,45 44 36 34 40 26 26 19 23 40
33,0,44 36 34 40 26 26 19 23 40 34
33,0,36 34 40 26 26 19 23 40 34 33
27,0,34 40 26 26 19 23 40 34 33 33
35,0,40 26 26 19 23 40 34 33 33 27
35,0,26 26 19 23 40 34 33 33 27 35
23,0,26 19 23 40 34 33 33 27 35 35
25,0,19 23 40 34 33 33 27 35 35 23
26,0,23 40 34 33 33 27 35 35 23 25
41,0,40 34 33 33 27 35 35 23 25 26
20,0,34 33 33 27 35 35 23 25 26 41
24,0,33 33 27 35 35 23 25 26 41 20
36,0,33 27 35 35 23 25 26 41 20 24
15,0,27 35 35 23 25 26 41 20 24 36
26,0,35 35 23 25 26 41 20 24 36 15
35,0,35 23 25 26 41 20 24 36 15 26
41,0,23 25 26 41 20 24 36 15 26 35
43,0,25 26 41 20 24 36 15 26 35 41
41,0,26 41 20 24 36 15 26 35 41 43
64,0,41 20 24 36 15 26 35 41 43 41
41,0,20 24 36 15 26 35 41 43 41 64
33,0,24 36 15 26 35 41 43 41 64 41
39,0,36 15 26 35 41 43 41 64 41 33
39,0,15 26 35 41 43 41 64 41 33 39
38,0,26 35 41 43 41 64 41 33 39 39
42,0,35 41 43 41 64 41 33 39 39 38
41,0,41 43 41 64 41 33 39 39 38 42
56,0,43 41 64 41 33 39 39 38 42 41
46,0,41 64 41 33 39 39 38 42 41 56
37,0,64 41 33 39 39 38 42 41 56 46
42,0,41 33 39 39 38 42 41 56 46 37
47,0,33 39 39 38 42 41 56 46 37 42
62,0,39 39 38 42 41 56 46 37 42 47
52,0,39 38 42 41 56 46 37 42 47 62
45,0,38 42 41 56 46 37 42 47 62 52
64,0,42 41 56 46 37 42 47 62 52 45
71,0,41 56 46 37 42 47 62 52 45 64
50,0,56 46 37 42 47 62 52 45 64 71
57,0,46 37 42 47 62 52 45 64 71 50
52,0,37 42 47 62 52 45 64 71 50 57
45,0,42 47 62 52 45 64 71 50 57 52
44,0,47 62 52 45 64 71 50 57 52 45
66,0,62 52 45 64 71 50 57 52 45 44
77,0,52 45 64 71 50 57 52 45 44 66
66,0,45 64 71 50 57 52 45 44 66 77
45,0,64 71 50 57 52 45 44 66 77 66
60,0,71 50 57 52 45 44 66 77 66 45
86,0,50 57 52 45 44 66 77 66 45 60
44,0,57 52 45 44 66 77 66 45 60 86
57,0,52 45 44 66 77 66 45 60 86 44
71,0,45 44 66 77 66 45 60 86 44 57
45,0,44 66 77 66 45 60 86 44 57 71
54,0,66 77 66 45 60 86 44 57 71 45
35,0,77 66 45 60 86 44 57 71 45 54
47,0,66 45 60 86 44 57 71 45 54 35
55,0,45 60 86 44 57 71 45 54 35 47
53,0,60 86 44 57 71 45 54 35 47 55
61,0,86 44 57 71 45 54 35 47 55 53
63,0,44 57 71 45 54 35 47 55 53 61
63,0,57 71 45 54 35 47 55 53 61 63
57,0,71 45 54 35 47 55 53 61 63 63
65,0,45 54 35 47 55 53 61 63 63 57
94,0,54 35 47 55 53 61 63 63 57 65
92,0,35 47 55 53 61 63 63 57 65 94
61,0,47 55 53 61 63 63 57 65 94 92
65,0,55 53 61 63 63 57 65 94 92 61
55,0,53 61 63 63 57 65 94 92 61 65
49,0,61 63 63 57 65 94 92 61 65 55
66,0,63 63 57 65 94 92 61 65 55 49
46,0,63 57 65 94 92 61 65 55 49 66
54,0,57 65 94 92 61 65 55 49 66 46
61,0,65 94 92 61 65 55 49 66 46 54
69,0,94 92 61 65 55 49 66 46 54 61
82,0,92 61 65 55 49 66 46 54 61 69
77,0,61 65 55 49 66 46 54 61 69 82
75,0,65 55 49 66 46 54 61 69 82 77
73,0,55 49 66 46 54 61 69 82 77 75
50,0,49 66 46 54 61 69 82 77 75 73
68,0,66 46 54 61 69 82 77 75 73 50
95,0,46 54 61 69 82 77 75 73 50 68
82,0,54 61 69 82 77 75 73 50 68 95
62,0,61 69 82 77 75 73 50 68 95 82
65,0,69 82 77 75 73 50 68 95 82 62
80,0,82 77 75 73 50 68 95 82 62 65
95,0,77 75 73 50 68 95 82 62 65 80
